plant_uid,water_scenario,heat_scenario,country,plant_name,lat,lon,bucket,capacity_mw,commissioning_year,hazard_gfdl_esm4,hazard_miroc6,age,age_factor,age_factor_neutralized_missing_year,n_events,rate,event_multiplier,ccrs_gfdl_esm4,ccrs_miroc6,water_risk_band,heat_risk_band_gfdl_esm4,heat_risk_band_miroc6
BRA-0069b0a884f0,opt,ssp126,Brazil,Trairi wind farm,-3.2533,-39.2811,wind,18.9,2016.0,0.0277910947560312,0.0299891189116113,34.0,1.1360000000000001,False,239,1.9274193548387097,1.1921221864951768,0.03763611241346358,0.040612788393058374,Low,LOW,LOW
BRA-0069b0a884f0,pes,ssp585,Brazil,Trairi wind farm,-3.2533,-39.2811,wind,18.9,2016.0,0.0116583213938855,0.0374135454111288,34.0,1.1360000000000001,False,239,1.9274193548387097,1.1921221864951768,0.01578829111931043,0.05066732394821845,Low,LOW,LOW
BRA-0077bbe4b9ca,bau,ssp370,Brazil,Futura Solar Complex,-9.6688,-40.6758,solar,31.5,2022.0,0.0403283714814522,0.7549044749480577,28.0,1.178554115951341,False,239,1.9274193548387097,1.1921221864951768,0.05666057591578448,1.0606260739199975,Low-Medium,LOW,MEDIUM
BRA-0077bbe4b9ca,opt,ssp126,Brazil,Futura Solar Complex,-9.6688,-40.6758,solar,31.5,2022.0,0.0277910947560312,0.7161860141686743,28.0,1.178554115951341,False,239,1.9274193548387097,1.1921221864951768,0.03904594647297082,1.0062273911628337,Low-Medium,LOW,MEDIUM
BRA-0077bbe4b9ca,pes,ssp585,Brazil,Futura Solar Complex,-9.6688,-40.6758,solar,31.5,2022.0,0.0201923487118288,0.7525490683823791,28.0,1.178554115951341,False,239,1.9274193548387097,1.1921221864951768,0.028369856383384264,1.05731677360301,Low-Medium,LOW,MEDIUM
BRA-00887f29ecab,bau,ssp370,Brazil,Acauã wind farm,-6.0976,-36.6294,wind,16.8,2023.0,0.0140917505549057,0.8379234162049702,27.0,1.108,False,239,1.9274193548387097,1.1921221864951768,0.018613390039229155,1.1067890613062892,Low-Medium,LOW,MEDIUM
BRA-00887f29ecab,opt,ssp126,Brazil,Acauã wind farm,-6.0976,-36.6294,wind,16.8,2023.0,0.0290875675764646,0.8152908041655603,27.0,1.108,False,239,1.9274193548387097,1.1921221864951768,0.038420935602261966,1.0768942917491147,Low-Medium,LOW,MEDIUM
BRA-00887f29ecab,pes,ssp585,Brazil,Acauã wind farm,-6.0976,-36.6294,wind,16.8,2023.0,0.024439846856824,0.8504924778894635,27.0,1.108,False,239,1.9274193548387097,1.1921221864951768,0.032281894309201246,1.1233911751919312,Low-Medium,LOW,MEDIUM
BRA-008d3401007e,bau,ssp370,Brazil,Porteirinha Consorcio UFV Mirabela III solar project,-15.72,-42.99,solar,2.5,2020.0,0.053050810013508,0.6008497277956366,30.0,1.190014107479704,False,239,1.9274193548387097,1.1921221864951768,0.07526011887809646,0.8523907915874878,Medium-High,MEDIUM,MEDIUM
BRA-008d3401007e,opt,ssp126,Brazil,Porteirinha Consorcio UFV Mirabela III solar project,-15.72,-42.99,solar,2.5,2020.0,0.0300343341120651,0.5547509649259442,30.0,1.190014107479704,False,239,1.9274193548387097,1.1921221864951768,0.042607974414018146,0.7869931403014313,High,MEDIUM,MEDIUM
BRA-008d3401007e,pes,ssp585,Brazil,Porteirinha Consorcio UFV Mirabela III solar project,-15.72,-42.99,solar,2.5,2020.0,0.0768432184991046,0.6393173502839479,30.0,1.190014107479704,False,239,1.9274193548387097,1.1921221864951768,0.1090130340657495,0.9069625849435343,High,MEDIUM,MEDIUM
BRA-009482934456,bau,ssp370,Brazil,Salinas Associacao Terenas Energia solar project,-16.1699,-42.291,solar,2.0,2023.0,0.0419461709535026,0.7222342755903264,27.0,1.1727634601725492,False,239,1.9274193548387097,1.1921221864951768,0.058643991125904626,1.00973937515044,Medium-High,MEDIUM,MEDIUM
BRA-009482934456,opt,ssp126,Brazil,Salinas Associacao Terenas Energia solar project,-16.1699,-42.291,solar,2.0,2023.0,0.0169588565553932,0.6346810713437041,27.0,1.1727634601725492,False,239,1.9274193548387097,1.1921221864951768,0.023709793068893276,0.8873332242153523,Low-Medium,MEDIUM,MEDIUM
BRA-009482934456,pes,ssp585,Brazil,Salinas Associacao Terenas Energia solar project,-16.1699,-42.291,solar,2.0,2023.0,0.0481812717954426,0.713003767208226,27.0,1.1727634601725492,False,239,1.9274193548387097,1.1921221864951768,0.06736114432802108,0.9968344105412144,Medium-High,MEDIUM,MEDIUM
BRA-00a66a3a4740,bau,ssp370,Brazil,Vista Alegre solar farm (Brazil),-15.8126,-43.4759,solar,41.2,2024.0,0.053050810013508,0.6008497277956366,26.0,1.1669319840609758,False,239,1.9274193548387097,1.1921221864951768,0.0738003350473556,0.8358573830096022,Extremely-High,MEDIUM,MEDIUM
BRA-00a66a3a4740,opt,ssp126,Brazil,Vista Alegre solar farm (Brazil),-15.8126,-43.4759,solar,41.2,2024.0,0.0300343341120651,0.5547509649259442,26.0,1.1669319840609758,False,239,1.9274193548387097,1.1921221864951768,0.041781528308997375,0.7717282180791206,Extremely-High,MEDIUM,MEDIUM
BRA-00a66a3a4740,pes,ssp585,Brazil,Vista Alegre solar farm (Brazil),-15.8126,-43.4759,solar,41.2,2024.0,0.0768432184991046,0.6393173502839479,26.0,1.1669319840609758,False,239,1.9274193548387097,1.1921221864951768,0.10689856139627439,0.8893706738978977,Extremely-High,MEDIUM,MEDIUM
BRA-00a7282a2d5e,bau,ssp370,Brazil,Petrobras Transporte Transpetro solar project,-23.4676,-46.5278,solar,2.0,2024.0,0.0311110555923229,0.2129547575356296,26.0,1.1669319840609758,False,239,1.9274193548387097,1.1921221864951768,0.04327938302555076,0.29624679532802867,Low-Medium,MEDIUM,LOW
BRA-00a7282a2d5e,opt,ssp126,Brazil,Petrobras Transporte Transpetro solar project,-23.4676,-46.5278,solar,2.0,2024.0,0.0539461152572165,0.2214184538178736,26.0,1.1669319840609758,False,239,1.9274193548387097,1.1921221864951768,0.07504581700962003,0.30802085912101546,Low-Medium,MEDIUM,LOW
BRA-00a7282a2d5e,pes,ssp585,Brazil,Petrobras Transporte Transpetro solar project,-23.4676,-46.5278,solar,2.0,2024.0,0.0910627096317799,0.3035666039224269,26.0,1.1669319840609758,False,239,1.9274193548387097,1.1921221864951768,0.1266796582264102,0.4222992461935752,Low-Medium,MEDIUM,LOW
BRA-00a9375c7e42,bau,ssp370,Brazil,Ibimirim solar farm,-8.5838,-37.6124,solar,5.0,2023.0,0.040770480637675,0.8504711532274025,27.0,1.1727634601725492,False,239,1.9274193548387097,1.1921221864951768,0.05700028513603885,1.1890244479762457,Low-Medium,MEDIUM,MEDIUM
BRA-00a9375c7e42,opt,ssp126,Brazil,Ibimirim solar farm,-8.5838,-37.6124,solar,5.0,2023.0,0.008275080665973,0.8262977206112619,27.0,1.1727634601725492,False,239,1.9274193548387097,1.1921221864951768,0.011569202768934578,1.1552281195963552,Low-Medium,LOW,MEDIUM
BRA-00a9375c7e42,pes,ssp585,Brazil,Ibimirim solar farm,-8.5838,-37.6124,solar,5.0,2023.0,0.0243405506633993,0.8419255554932539,27.0,1.1727634601725492,False,239,1.9274193548387097,1.1921221864951768,0.03402997233493197,1.177077041424108,Low-Medium,MEDIUM,MEDIUM
BRA-00b719115b61,bau,ssp370,Brazil,Companhia Hidro Eletrica do o Francisco solar project,-9.3817,-40.4969,solar,2.4,2018.0,0.0403283714814522,0.7549044749480577,32.0,1.2013142206662546,False,239,1.9274193548387097,1.1921221864951768,0.057754798593891696,1.0811087655325933,Medium-High,LOW,MEDIUM
BRA-00b719115b61,opt,ssp126,Brazil,Companhia Hidro Eletrica do o Francisco solar project,-9.3817,-40.4969,solar,2.4,2018.0,0.0277910947560312,0.7161860141686743,32.0,1.2013142206662546,False,239,1.9274193548387097,1.1921221864951768,0.03979999740571086,1.0256595415239511,Medium-High,LOW,MEDIUM
BRA-00b719115b61,pes,ssp585,Brazil,Companhia Hidro Eletrica do o Francisco solar project,-9.3817,-40.4969,solar,2.4,2018.0,0.0201923487118288,0.7525490683823791,32.0,1.2013142206662546,False,239,1.9274193548387097,1.1921221864951768,0.028917731863426745,1.0777355563795765,Medium-High,LOW,MEDIUM
BRA-00b82da54365,bau,ssp370,Brazil,Sol Do Sertão Solar Complex,-12.328,-42.638,solar,20.4,2021.0,0.0728063621918907,0.7806227421236399,29.0,1.1843042371396817,False,239,1.9274193548387097,1.1921221864951768,0.10279059633190178,1.1021107875387113,Low-Medium,MEDIUM,MEDIUM
BRA-00b82da54365,opt,ssp126,Brazil,Sol Do Sertão Solar Complex,-12.328,-42.638,solar,20.4,2021.0,0.024847732933448,0.7168202521976359,29.0,1.1843042371396817,False,239,1.9274193548387097,1.1921221864951768,0.03508090788814932,1.0120321764185891,Low-Medium,MEDIUM,MEDIUM
BRA-00b82da54365,pes,ssp585,Brazil,Sol Do Sertão Solar Complex,-12.328,-42.638,solar,20.4,2021.0,0.1029757762155143,0.779808637147501,29.0,1.1843042371396817,False,239,1.9274193548387097,1.1921221864951768,0.14538484174000046,1.1009614053493701,Low-Medium,MEDIUM,MEDIUM
BRA-00c3c421b484,bau,ssp370,Brazil,Saulo Rilko Filho solar project,-17.49,-51.61,solar,1.0,2022.0,0.2464366495931284,0.6423999835606324,28.0,1.178554115951341,False,239,1.9274193548387097,1.1921221864951768,0.3462386895321324,0.9025594562769887,Medium-High,MEDIUM,MEDIUM
BRA-00c3c421b484,opt,ssp126,Brazil,Saulo Rilko Filho solar project,-17.49,-51.61,solar,1.0,2022.0,0.17409485052399,0.6042012633094136,28.0,1.178554115951341,False,239,1.9274193548387097,1.1921221864951768,0.24459987180981202,0.8488909988319508,Medium-High,MEDIUM,MEDIUM
